sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:original_source_concept_id,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1518,"Levonorgestrel, Ethinylestradiol",-1,,1518,0.68,UNCHECKED,UNREVIEWED,,0,40042023,estradiol / ethinyl estradiol / levonorgestrel Oral Tablet,Drug,MAPS_TO,,<auto>,1758626799888,
1471,Aclidinium Bromide,-1,,1471,0.80,UNCHECKED,UNREVIEWED,,0,40168712,clidinium bromide 5 MG,Drug,MAPS_TO,,<auto>,1758626799929,
1398,Ranitidine,-1,,1398,1.00,UNCHECKED,UNREVIEWED,,0,961047,ranitidine,Drug,MAPS_TO,,<auto>,1758626800468,
807,Lymphadenopathy (disorder),-1,,807,1.00,UNCHECKED,UNREVIEWED,,0,315085,Lymphadenopathy,Condition,MAPS_TO,,<auto>,1758626800619,
1519,Levonorgestrel,-1,,1519,1.00,UNCHECKED,UNREVIEWED,,0,1589505,levonorgestrel,Drug,MAPS_TO,,<auto>,1758626800640,
1103,Fetal growth abnormality (disorder),-1,,1103,1.00,UNCHECKED,UNREVIEWED,,0,4171113,Fetal growth abnormality,Condition,MAPS_TO,,<auto>,1758626800657,
1152,Anal pain (finding),-1,,1152,1.00,UNCHECKED,UNREVIEWED,,0,442764,Anal pain,Condition,MAPS_TO,,<auto>,1758626800699,
904,Chronic obstructive pulmonary disease (disorder),-1,,904,1.00,UNCHECKED,UNREVIEWED,,0,255573,Chronic obstructive pulmonary disease,Condition,MAPS_TO,,<auto>,1758626800731,
1476,Corticosteroid,-1,,1476,0.79,UNCHECKED,UNREVIEWED,,0,4114845,Corticosteroid series,Device,MAPS_TO,,<auto>,1758626800938,
1399,Risperidone,-1,,1399,1.00,UNCHECKED,UNREVIEWED,,0,735979,risperidone,Drug,MAPS_TO,,<auto>,1758626801040,
841,Nutritional support (regime/therapy),-1,,841,1.00,UNCHECKED,UNREVIEWED,,0,4132896,Nutritional support,Observation,MAPS_TO,,<auto>,1758626801181,
643.2,Patient waiting for (contextual qualifier) (qualifier value),-1,,643,1.00,UNCHECKED,UNREVIEWED,,0,4014042,Patient waiting for,Observation,MAPS_TO,,<auto>,1758626801239,
1723,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)",-1,,1723,1.00,UNCHECKED,UNREVIEWED,,0,4147164,Malignant tumor of lymphoid hemopoietic and related tissue,Condition,MAPS_TO,,<auto>,1758626801255,
768,Physical examination procedure (procedure),-1,,768,1.00,UNCHECKED,UNREVIEWED,,0,4240345,Physical examination,Procedure,MAPS_TO,,<auto>,1758626801448,
1153,Vasectomy (procedure),-1,,1153,1.00,UNCHECKED,UNREVIEWED,,0,4330583,Vasectomy,Procedure,MAPS_TO,,<auto>,1758626801832,
370,Acute peptic ulcer with perforation (disorder),-1,,370,1.00,UNCHECKED,UNREVIEWED,,0,4194543,Acute peptic ulcer with perforation,Condition,MAPS_TO,,<auto>,1758626801835,
1477,Emollient Lotion,-1,,1477,0.57,UNCHECKED,UNREVIEWED,,0,42074720,Ollie,Geography,MAPS_TO,,<auto>,1758626801952,
1520,Medroxyprojesterone acetate,-1,,1520,0.67,UNCHECKED,UNREVIEWED,,0,40224834,medroxyprogesterone acetate 5 MG,Drug,MAPS_TO,,<auto>,1758626802069,
1400,Ringers Lactate (RL),-1,,1400,0.28,UNCHECKED,UNREVIEWED,,0,19016234,ferrous lactate,Drug,MAPS_TO,,<auto>,1758626802291,
645,Triage (procedure),-1,,645,1.00,UNCHECKED,UNREVIEWED,,0,4023021,Triage,Procedure,MAPS_TO,,<auto>,1758626802346,
808,Lymphogranuloma venereum (disorder),-1,,808,1.00,UNCHECKED,UNREVIEWED,,0,194287,Lymphogranuloma venereum,Condition,MAPS_TO,,<auto>,1758626802549,
769.1,Hearing problem (finding),-1,,769,1.00,UNCHECKED,UNREVIEWED,,0,4101199,Hearing problem,Condition,MAPS_TO,,<auto>,1758626802571,
1487,Saline flush,-1,,1487,0.93,UNCHECKED,UNREVIEWED,,0,46236480,Line Flush [Type],Measurement,MAPS_TO,,<auto>,1758626802577,
1104,Genital herpes simplex (disorder),-1,,1104,1.00,UNCHECKED,UNREVIEWED,,0,74855,Genital herpes simplex,Condition,MAPS_TO,,<auto>,1758626802612,
1401,Salbutamol,-1,,1401,0.81,UNCHECKED,UNREVIEWED,,0,4005843,Albuterol measurement,Measurement,MAPS_TO,,<auto>,1758626802750,
905,Increased skin temperature (finding),-1,,905,1.00,UNCHECKED,UNREVIEWED,,0,4062189,Increased skin temperature,Observation,MAPS_TO,,<auto>,1758626802753,
1724,Solar urticaria (disorder),-1,,1724,1.00,UNCHECKED,UNREVIEWED,,0,4014199,Solar urticaria,Condition,MAPS_TO,,<auto>,1758626802935,
1491,Eye glasses,-1,,1491,0.74,UNCHECKED,UNREVIEWED,,0,4246710,Glasses observable,Observation,MAPS_TO,,<auto>,1758626803038,
1403,Saline,-1,,1403,1.00,UNCHECKED,UNREVIEWED,,0,42077543,Saline,Geography,MAPS_TO,,<auto>,1758626803101,
1522,"Rifampicine, Isoniazide",-1,,1522,0.62,UNCHECKED,UNREVIEWED,,0,1763204,rifampin,Drug,MAPS_TO,,<auto>,1758626803176,
1154,Nasal discharge (finding),-1,,1154,1.00,UNCHECKED,UNREVIEWED,,0,4276172,Nasal discharge,Condition,MAPS_TO,,<auto>,1758626803256,
842,Family planning service (qualifier value),-1,,842,1.00,UNCHECKED,UNREVIEWED,,0,4149126,Family planning service,Observation,MAPS_TO,,<auto>,1758626803310,
648,Urgent (qualifier value),-1,,648,0.90,UNCHECKED,UNREVIEWED,,0,4212937,Bent,Meas Value,MAPS_TO,,<auto>,1758626803465,
769.2,Hearing disorder (disorder),-1,,769,1.00,UNCHECKED,UNREVIEWED,,0,378444,Hearing disorder,Condition,MAPS_TO,,<auto>,1758626803636,
809,Problem resolved (finding),-1,,809,1.00,UNCHECKED,UNREVIEWED,,0,4137055,Problem resolved,Observation,MAPS_TO,,<auto>,1758626803755,
1492,Orthopedic device,-1,,1492,1.00,UNCHECKED,UNREVIEWED,,0,4038746,Orthopedic device,Device,MAPS_TO,,<auto>,1758626803810,
1105,Hearing loss (disorder),-1,,1105,1.00,UNCHECKED,UNREVIEWED,,0,377889,Hearing loss,Condition,MAPS_TO,,<auto>,1758626803994,
1404,Silver Sulphadiazene,-1,,1404,0.67,UNCHECKED,UNREVIEWED,,0,4100025,Silver sulfadiazine adverse reaction,Observation,MAPS_TO,,<auto>,1758626803994,
371,Calculus in biliary tract (disorder),-1,,371,1.00,UNCHECKED,UNREVIEWED,,0,4145627,Biliary calculus,Condition,MAPS_TO,,<auto>,1758626804259,
1524,Paracetamol & Chlorzoxasone,-1,,1524,0.54,UNCHECKED,UNREVIEWED,,0,795113,chlorzoxazone,Drug,MAPS_TO,,<auto>,1758626804270,
649,Emergency (qualifier value),-1,,649,1.00,UNCHECKED,UNREVIEWED,,0,4093606,Emergency,Meas Value,MAPS_TO,,<auto>,1758626804488,
1494,Alpha Methyl Dopa,-1,,1494,0.49,UNCHECKED,UNREVIEWED,,0,1305447,methyldopa,Drug,MAPS_TO,,<auto>,1758626804490,
1156,Review of systems (procedure),-1,,1156,1.00,UNCHECKED,UNREVIEWED,,0,4187458,Review of systems,Procedure,MAPS_TO,,<auto>,1758626804604,
1525,Sevoflurane,-1,,1525,1.00,UNCHECKED,UNREVIEWED,,0,19039298,sevoflurane,Drug,MAPS_TO,,<auto>,1758626804784,
843,Candidiasis of mouth (disorder),-1,,843,1.00,UNCHECKED,UNREVIEWED,,0,29735,Candidiasis of mouth,Condition,MAPS_TO,,<auto>,1758626804985,
1504,Ferrous Folate,-1,,1504,0.61,UNCHECKED,UNREVIEWED,,0,1595799,ferrous fumarate,Drug,MAPS_TO,,<auto>,1758626805272,
810,Diagnosis (observable entity),-1,,810,1.00,UNCHECKED,UNREVIEWED,,0,4234469,Diagnosis,Observation,MAPS_TO,,<auto>,1758626805322,
906,Counseling about alcohol consumption (procedure),-1,,906,1.00,UNCHECKED,UNREVIEWED,,0,4211325,Alcohol consumption counseling,Procedure,MAPS_TO,,<auto>,1758626805344,
1526,Succinylcholine,-1,,1526,1.00,UNCHECKED,UNREVIEWED,,0,836208,succinylcholine,Drug,MAPS_TO,,<auto>,1758626805395,
1106,Not applicable (qualifier value),-1,,1106,1.00,UNCHECKED,UNREVIEWED,,0,4294169,Not applicable,Meas Value,MAPS_TO,,<auto>,1758626805400,
1725,Esophageal herpes simplex infection (disorder),-1,,1725,1.00,UNCHECKED,UNREVIEWED,,0,4345802,Esophageal herpes simplex infection,Condition,MAPS_TO,,<auto>,1758626805639,
1505,Fungobacter,-1,,1505,0.69,UNCHECKED,UNREVIEWED,,0,4140148,Sphingobacteria,Observation,MAPS_TO,,<auto>,1758626805785,
1527,Rocuronium,-1,,1527,1.00,UNCHECKED,UNREVIEWED,,0,19003953,rocuronium,Drug,MAPS_TO,,<auto>,1758626805810,
844,Joint swelling (finding),-1,,844,1.00,UNCHECKED,UNREVIEWED,,0,4154927,Joint swelling,Condition,MAPS_TO,,<auto>,1758626805855,
1157,Review of systems (procedure),-1,,1157,1.00,UNCHECKED,UNREVIEWED,,0,4187458,Review of systems,Procedure,MAPS_TO,,<auto>,1758626806001,
650,Drug interaction (finding),-1,,650,1.00,UNCHECKED,UNREVIEWED,,0,4196500,Medication interaction,Observation,MAPS_TO,,<auto>,1758626806109,
1528,Vecuronium,-1,,1528,1.00,UNCHECKED,UNREVIEWED,,0,19012598,vecuronium,Drug,MAPS_TO,,<auto>,1758626806200,
811,Memory impairment (finding),-1,,811,1.00,UNCHECKED,UNREVIEWED,,0,4304008,Memory impairment,Condition,MAPS_TO,,<auto>,1758626806493,
1529,Neostigmine,-1,,1529,1.00,UNCHECKED,UNREVIEWED,,0,717136,neostigmine,Drug,MAPS_TO,,<auto>,1758626806656,
737,Cyanosis (finding),-1,,737,1.00,UNCHECKED,UNREVIEWED,,0,438555,Cyanosis,Condition,MAPS_TO,,<auto>,1758626806700,
770,Cachexia associated with acquired immunodeficiency syndrome (finding),-1,,770,1.00,UNCHECKED,UNREVIEWED,,0,4226111,Cachexia associated with AIDS,Condition,MAPS_TO,,<auto>,1758626806848,
850.2,Uses intrauterine device contraception (finding),-1,,850,1.00,UNCHECKED,UNREVIEWED,,0,4207158,Uses IUD (intrauterine device) contraception,Observation,MAPS_TO,,<auto>,1758626806933,
1530,Fentanyl,-1,,1530,1.00,UNCHECKED,UNREVIEWED,,0,36308472,Fentanyl,Meas Value,MAPS_TO,,<auto>,1758626807008,
1509,Metronidazole and Nystatin,-1,,1509,0.77,UNCHECKED,UNREVIEWED,,0,40062178,metronidazole / nystatin Oral Tablet,Drug,MAPS_TO,,<auto>,1758626807167,
907,"Female condom, device (physical object)",-1,,907,1.00,UNCHECKED,UNREVIEWED,,0,40482708,"Female condom, device",Device,MAPS_TO,,<auto>,1758626807262,
812,Pain in lower limb (finding),-1,,812,1.00,UNCHECKED,UNREVIEWED,,0,4024561,Pain in lower limb,Condition,MAPS_TO,,<auto>,1758626807533,
1531,Thiopental,-1,,1531,1.00,UNCHECKED,UNREVIEWED,,0,700253,thiopental,Drug,MAPS_TO,,<auto>,1758626807571,
1726,Fracture of great toe (disorder),-1,,1726,1.00,UNCHECKED,UNREVIEWED,,0,4016131,Fracture of great toe,Condition,MAPS_TO,,<auto>,1758626807694,
771,Heart failure (disorder),-1,,771,1.00,UNCHECKED,UNREVIEWED,,0,316139,Heart failure,Condition,MAPS_TO,,<auto>,1758626808046,
845,Micturition frequency and polyuria (finding),-1,,845,1.00,UNCHECKED,UNREVIEWED,,0,4168226,Micturition frequency and polyuria,Observation,MAPS_TO,,<auto>,1758626808169,
851,Pregnancy status - Reported,-1,,851,1.00,UNCHECKED,UNREVIEWED,,0,3018899,Pregnancy status - Reported,Observation,MAPS_TO,,<auto>,1758626808197,
1107,Harmful pattern of use of volatile inhalant (disorder),-1,,1107,0.78,UNCHECKED,UNREVIEWED,,0,35610538,Harmful use of inhalant,Condition,MAPS_TO,,<auto>,1758626808402,
1532,Bupivacaine spinal heavy,-1,,1532,0.70,UNCHECKED,UNREVIEWED,,0,732893,bupivacaine,Drug,MAPS_TO,,<auto>,1758626808564,
738,Last menstrual period start date,-1,,738,1.00,UNCHECKED,UNREVIEWED,,0,3002314,Last menstrual period start date,Observation,MAPS_TO,,<auto>,1758626808669,
772,Heartburn (finding),-1,,772,1.00,UNCHECKED,UNREVIEWED,,0,23325,Heartburn,Condition,MAPS_TO,,<auto>,1758626808764,
813,Kidney disease (disorder),-1,,813,1.00,UNCHECKED,UNREVIEWED,,0,198124,Kidney disease,Condition,MAPS_TO,,<auto>,1758626808764,
908,"Male condom, device (physical object)",-1,,908,1.00,UNCHECKED,UNREVIEWED,,0,40483550,"Male condom, device",Device,MAPS_TO,,<auto>,1758626809046,
372,Enteropathogenic Escherichia coli gastrointestinal tract infection (disorder),-1,,372,1.00,UNCHECKED,UNREVIEWED,,0,4345206,Enteropathogenic Escherichia coli gastrointestinal tract infection,Condition,MAPS_TO,,<auto>,1758626809099,
852,Body pale (finding),-1,,852,0.70,UNCHECKED,UNREVIEWED,,0,4125615,Placenta pale,Observation,MAPS_TO,,<auto>,1758626809126,
1533,Lidocaine & Epinephrine,-1,,1533,0.54,UNCHECKED,UNREVIEWED,,0,1593799,epinephrine / lidocaine Injection,Drug,MAPS_TO,,<auto>,1758626809373,
1515,"Acetaminophen,Pseudo-ephedrine,Dextrometorphan,Chlorpheniramine",-1,,1515,0.47,UNCHECKED,UNREVIEWED,,0,40003597,acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine Oral Tablet,Drug,MAPS_TO,,<auto>,1758626809386,
1108,Counseling (procedure),-1,,1108,1.00,UNCHECKED,UNREVIEWED,,0,4254477,Counseling,Procedure,MAPS_TO,,<auto>,1758626809494,
909,Problem (finding),-1,,909,1.00,UNCHECKED,UNREVIEWED,,0,4206460,Problem,Observation,MAPS_TO,,<auto>,1758626809690,
814,Disorder of liver (disorder),-1,,814,1.00,UNCHECKED,UNREVIEWED,,0,194984,Disease of liver,Condition,MAPS_TO,,<auto>,1758626809875,
966,Test name,-1,,966,0.71,UNCHECKED,UNREVIEWED,,0,37020558,Information communication technology name,Measurement,MAPS_TO,,<auto>,1758626809900,
739,Dehydration (disorder),-1,,739,1.00,UNCHECKED,UNREVIEWED,,0,435796,Dehydration,Condition,MAPS_TO,,<auto>,1758626809935,
773,Heberden node (disorder),-1,,773,1.00,UNCHECKED,UNREVIEWED,,0,4155797,Heberden node,Condition,MAPS_TO,,<auto>,1758626809936,
1534,Diphenidramine,-1,,1534,0.63,UNCHECKED,UNREVIEWED,,0,1129625,diphenhydramine,Drug,MAPS_TO,,<auto>,1758626810076,
853,Sore mouth (finding),-1,,853,0.84,UNCHECKED,UNREVIEWED,,0,4134641,Open mouth,Observation,MAPS_TO,,<auto>,1758626810099,
1727,Gastrointestinal stromal tumor (disorder),-1,,1727,1.00,UNCHECKED,UNREVIEWED,,0,4170421,Gastrointestinal stromal tumor,Condition,MAPS_TO,,<auto>,1758626810123,
373,Typhoid fever (disorder),-1,,373,1.00,UNCHECKED,UNREVIEWED,,0,192819,Typhoid fever,Condition,MAPS_TO,,<auto>,1758626810131,
846,Subcutaneous contraceptive (product),-1,,846,0.76,UNCHECKED,UNREVIEWED,,0,4059978,Implantation of subcutaneous contraceptive,Procedure,MAPS_TO,,<auto>,1758626810198,
1535,Complex B,-1,,1535,0.71,UNCHECKED,UNREVIEWED,,0,21498573,Complex,Meas Value,MAPS_TO,,<auto>,1758626810450,
968,Patient-reported,-1,,968,0.63,UNCHECKED,UNREVIEWED,,0,46237829,Patient reported,Meas Value,MAPS_TO,,<auto>,1758626810918,
1536,"Complex B (B1, B6, B12)",-1,,1536,0.32,UNCHECKED,UNREVIEWED,,0,3020730,Coxsackievirus B6 RNA [Units/volume] (viral load) in Cerebral spinal fluid by Probe,Measurement,MAPS_TO,,<auto>,1758626810931,
1109,Pain of multiple joints (finding),-1,,1109,0.84,UNCHECKED,UNREVIEWED,,0,78517,Multiple joint pain,Condition,MAPS_TO,,<auto>,1758626811073,
854,Chief complaint - Reported,-1,,854,1.00,UNCHECKED,UNREVIEWED,,0,3019237,Chief complaint - Reported,Observation,MAPS_TO,,<auto>,1758626811307,
1218,Administration of vaccine product containing only Measles morbillivirus antigen (procedure),-1,,1218,0.68,UNCHECKED,UNREVIEWED,,0,437482,Adverse reaction to measles vaccine,Observation,MAPS_TO,,<auto>,1758626811427,
981,Swelling of inguinal region (finding),-1,,981,1.00,UNCHECKED,UNREVIEWED,,0,4166124,Swelling of inguinal region,Condition,MAPS_TO,,<auto>,1758626811448,
969,Change regimen,-1,,969,0.65,UNCHECKED,UNREVIEWED,,0,4021166,Care regime,Observation,MAPS_TO,,<auto>,1758626811668,
815,Decrease in appetite (finding),-1,,815,1.00,UNCHECKED,UNREVIEWED,,0,4275273,Decrease in appetite,Observation,MAPS_TO,,<auto>,1758626811689,
1728,Fracture of base of skull (disorder),-1,,1728,1.00,UNCHECKED,UNREVIEWED,,0,4082029,Fracture of base of skull,Condition,MAPS_TO,,<auto>,1758626812121,
774,History of Present illness Narrative,-1,,774,1.00,UNCHECKED,UNREVIEWED,,0,3019666,History of Present illness Narrative,Observation,MAPS_TO,,<auto>,1758626812158,
1110,Joint stiffness (finding),-1,,1110,1.00,UNCHECKED,UNREVIEWED,,0,72404,Joint stiffness,Condition,MAPS_TO,,<auto>,1758626812168,
847,Cervical contraceptive cap (physical object),-1,,847,1.00,UNCHECKED,UNREVIEWED,,0,4283456,Cervical contraceptive cap,Device,MAPS_TO,,<auto>,1758626812459,
982,Swelling of skin (finding),-1,,982,1.00,UNCHECKED,UNREVIEWED,,0,4102120,Swelling of skin,Condition,MAPS_TO,,<auto>,1758626812483,
855,Conjunctival finding (finding),-1,,855,1.00,UNCHECKED,UNREVIEWED,,0,4080857,Conjunctival finding,Condition,MAPS_TO,,<auto>,1758626812626,
740,Ulcer of foot due to diabetes mellitus (disorder),-1,,740,1.00,UNCHECKED,UNREVIEWED,,0,4159742,Diabetic foot ulcer,Condition,MAPS_TO,,<auto>,1758626812757,
970,Change formulation,-1,,970,0.86,UNCHECKED,UNREVIEWED,,0,44790354,Change of medication formulation,Procedure,MAPS_TO,,<auto>,1758626812809,
1219,Diptheria tetanus booster,-1,,1219,0.63,UNCHECKED,UNREVIEWED,,0,4015929,Requires a tetanus booster,Observation,MAPS_TO,,<auto>,1758626812864,
1112,Lethargy (finding),-1,,1112,1.00,UNCHECKED,UNREVIEWED,,0,4061577,Lethargy,Condition,MAPS_TO,,<auto>,1758626812925,
1537,Multivitamin preparation (product),-1,,1537,0.53,UNCHECKED,UNREVIEWED,,0,4167616,Multivitamin and mineral preparations adverse reaction,Observation,MAPS_TO,,<auto>,1758626812975,
374.1,Multisystem inflammatory syndrome in adults (disorder),-1,,374,1.00,UNCHECKED,UNREVIEWED,,0,605555,Multisystem inflammatory syndrome in adults,Condition,MAPS_TO,,<auto>,1758626812997,
816,Delayed milestone (finding),-1,,816,1.00,UNCHECKED,UNREVIEWED,,0,436233,Delayed milestone,Observation,MAPS_TO,,<auto>,1758626813071,
978,Antiretroviral plan,-1,,978,0.89,UNCHECKED,UNREVIEWED,,0,35625641,Antiretroviral,Observation,MAPS_TO,,<auto>,1758626813931,
775,Congenital disease (disorder),-1,,775,1.00,UNCHECKED,UNREVIEWED,,0,440508,Congenital disease,Condition,MAPS_TO,,<auto>,1758626813971,
856,Abdominal tenderness (finding),-1,,856,1.00,UNCHECKED,UNREVIEWED,,0,197981,Abdominal tenderness,Condition,MAPS_TO,,<auto>,1758626814224,
1050,Lavatory (physical object),-1,,1050,0.82,UNCHECKED,UNREVIEWED,,0,45768006,Raspatory,Device,MAPS_TO,,<auto>,1758626814239,
1729,Cerebrovascular accident (disorder),-1,,1729,1.00,UNCHECKED,UNREVIEWED,,0,381316,Cerebrovascular accident,Condition,MAPS_TO,,<auto>,1758626814262,
1113,Rectal discharge (finding),-1,,1113,1.00,UNCHECKED,UNREVIEWED,,0,4133494,Rectal discharge,Condition,MAPS_TO,,<auto>,1758626814274,
983,Swelling of bilateral feet (finding),-1,,983,1.00,UNCHECKED,UNREVIEWED,,0,42538928,Swelling of bilateral feet,Condition,MAPS_TO,,<auto>,1758626814317,
817,Delayed milestone (finding),-1,,817,1.00,UNCHECKED,UNREVIEWED,,0,436233,Delayed milestone,Observation,MAPS_TO,,<auto>,1758626814509,
1730,Vitiligo (disorder),-1,,1730,1.00,UNCHECKED,UNREVIEWED,,0,138502,Vitiligo,Condition,MAPS_TO,,<auto>,1758626815201,
992,Papular pruritic eruption,-1,,992,0.76,UNCHECKED,UNREVIEWED,,0,4152341,Papular eruption,Condition,MAPS_TO,,<auto>,1758626815321,
848,Uses natural method of contraception (finding),-1,,848,1.00,UNCHECKED,UNREVIEWED,,0,4021168,Uses natural contraception,Observation,MAPS_TO,,<auto>,1758626815428,
1051,Lavatory (physical object),-1,,1051,0.82,UNCHECKED,UNREVIEWED,,0,45768006,Raspatory,Device,MAPS_TO,,<auto>,1758626815487,
857,Abdominal mass (finding),-1,,857,1.00,UNCHECKED,UNREVIEWED,,0,192438,Abdominal mass,Condition,MAPS_TO,,<auto>,1758626815508,
741,Retinopathy due to diabetes mellitus (disorder),-1,,741,1.00,UNCHECKED,UNREVIEWED,,0,4174977,Retinopathy due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1758626815521,
818,Swollen abdomen (finding),-1,,818,1.00,UNCHECKED,UNREVIEWED,,0,442597,Swollen abdomen,Condition,MAPS_TO,,<auto>,1758626815549,
1010,Return visit type,-1,,1010,0.69,UNCHECKED,UNREVIEWED,,0,3017361,Return visit conditions,Observation,MAPS_TO,,<auto>,1758626816016,
984,Patient referral (procedure),-1,,984,1.00,UNCHECKED,UNREVIEWED,,0,4144684,Patient referral,Observation,MAPS_TO,,<auto>,1758626816078,
776,Human immunodeficiency virus detected (finding),-1,,776,1.00,UNCHECKED,UNREVIEWED,,0,4013106,HIV detected,Condition,MAPS_TO,,<auto>,1758626816289,
1114,Extensor plantar response finding (finding),-1,,1114,1.00,UNCHECKED,UNREVIEWED,,0,4277661,Extensor plantar response finding,Observation,MAPS_TO,,<auto>,1758626816317,
742,Diplopia (disorder),-1,,742,1.00,UNCHECKED,UNREVIEWED,,0,373474,Diplopia,Condition,MAPS_TO,,<auto>,1758626816339,
1731.1,Birth weight 999 g or less (finding),-1,,1731,1.00,UNCHECKED,UNREVIEWED,,0,4149610,Birth weight 999 g or less,Measurement,MAPS_TO,,<auto>,1758626816394,
1011,Tuberculosis Visit,-1,,1011,0.82,UNCHECKED,UNREVIEWED,,0,45878277,Tuberculosis,Meas Value,MAPS_TO,,<auto>,1758626816681,
374.2,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),-1,,374,1.00,UNCHECKED,UNREVIEWED,,0,37311061,COVID-19,Condition,MAPS_TO,,<auto>,1758626816785,
985,Tachypnea (finding),-1,,985,1.00,UNCHECKED,UNREVIEWED,,0,317376,Tachypnea,Condition,MAPS_TO,,<auto>,1758626816787,
777,Hoarse (finding),-1,,777,1.00,UNCHECKED,UNREVIEWED,,0,4177176,Hoarse,Observation,MAPS_TO,,<auto>,1758626816919,
858,Date of visit (observable entity),-1,,858,1.00,UNCHECKED,UNREVIEWED,,0,4231970,Date of visit,Observation,MAPS_TO,,<auto>,1758626817130,
819,Refusal of feeds in infant (finding),-1,,819,1.00,UNCHECKED,UNREVIEWED,,0,4119823,Refusal of feeds in infant,Observation,MAPS_TO,,<auto>,1758626817178,
849,Female sterilization (procedure),-1,,849,1.00,UNCHECKED,UNREVIEWED,,0,4246185,Female sterilization,Procedure,MAPS_TO,,<auto>,1758626817498,
743,Discharge from penis (finding),-1,,743,1.00,UNCHECKED,UNREVIEWED,,0,4104349,Discharge from penis,Observation,MAPS_TO,,<auto>,1758626817692,
1220,"Diphtheria toxoid / hepatitis B vaccines / pertussis, acellular / tetanus toxoid / haemophilus capsular oligosaccharide",-1,,1220,0.66,UNCHECKED,UNREVIEWED,,0,40034290,"diphtheria toxoid vaccine, inactivated / Haemophilus capsular oligosaccharide Injectable Solution",Drug,MAPS_TO,,<auto>,1758626817857,
778,Pain of joint (finding),-1,,778,0.83,UNCHECKED,UNREVIEWED,,0,4078457,Position of joint,Condition,MAPS_TO,,<auto>,1758626817917,
1731.2,Extreme immaturity (disorder),-1,,1731,1.00,UNCHECKED,UNREVIEWED,,0,439128,Extreme prematurity of infant,Condition,MAPS_TO,,<auto>,1758626817978,
820,Muscle weakness (finding),-1,,820,1.00,UNCHECKED,UNREVIEWED,,0,79908,Muscle weakness,Condition,MAPS_TO,,<auto>,1758626818103,
1115,Thickening of tendon sheath (finding),-1,,1115,1.00,UNCHECKED,UNREVIEWED,,0,4184113,Thickening of tendon sheath,Condition,MAPS_TO,,<auto>,1758626818110,
859,Splenomegaly (disorder),-1,,859,1.00,UNCHECKED,UNREVIEWED,,0,200527,Splenomegaly,Condition,MAPS_TO,,<auto>,1758626818375,
986,Patient referral (procedure),-1,,986,1.00,UNCHECKED,UNREVIEWED,,0,4144684,Patient referral,Observation,MAPS_TO,,<auto>,1758626818435,
1052,Human immunodeficiency virus status (observable entity),-1,,1052,1.00,UNCHECKED,UNREVIEWED,,0,4149958,HIV status,Observation,MAPS_TO,,<auto>,1758626818577,
1116,Muscle weakness (finding),-1,,1116,1.00,UNCHECKED,UNREVIEWED,,0,79908,Muscle weakness,Condition,MAPS_TO,,<auto>,1758626819077,
821,Paresthesia (finding),-1,,821,1.00,UNCHECKED,UNREVIEWED,,0,4236484,Paresthesia,Condition,MAPS_TO,,<auto>,1758626819079,
1012,Preventing Mother to Child Transmission Visit,-1,,1012,0.41,UNCHECKED,UNREVIEWED,,0,45765032,Neuromuscular transmission motion sensor,Device,MAPS_TO,,<auto>,1758626819312,
744.1,Dizziness present (situation),-1,,744,1.00,UNCHECKED,UNREVIEWED,,0,4012520,Dizziness present,Observation,MAPS_TO,,<auto>,1758626819324,
1221,Vaccine product (medicinal product),-1,,1221,0.62,UNCHECKED,UNREVIEWED,,0,4145379,Barium-containing product,Device,MAPS_TO,,<auto>,1758626819455,
860,Large liver (disorder),-1,,860,1.00,UNCHECKED,UNREVIEWED,,0,197676,Large liver,Condition,MAPS_TO,,<auto>,1758626819533,
1053.1,Ringing in ear (finding),-1,,1053,1.00,UNCHECKED,UNREVIEWED,,0,4036628,Ringing in ear,Observation,MAPS_TO,,<auto>,1758626819559,
779,Hypertensive retinopathy (disorder),-1,,779,1.00,UNCHECKED,UNREVIEWED,,0,376965,Hypertensive retinopathy,Condition,MAPS_TO,,<auto>,1758626819860,
744.2,Dizziness (finding),-1,,744,1.00,UNCHECKED,UNREVIEWED,,0,4223938,Dizziness,Condition,MAPS_TO,,<auto>,1758626820132,
1732,Vaginal enterocele (disorder),-1,,1732,1.00,UNCHECKED,UNREVIEWED,,0,4162218,Vaginal enterocele,Condition,MAPS_TO,,<auto>,1758626820157,
1013,Kaposi Sarcoma Visit,-1,,1013,0.89,UNCHECKED,UNREVIEWED,,0,42530777,Kaposi sarcoma,Meas Value,MAPS_TO,,<auto>,1758626820176,
987,Physical findings of Skin Narrative,-1,,987,1.00,UNCHECKED,UNREVIEWED,,0,3004000,Physical findings of Skin Narrative,Measurement,MAPS_TO,,<auto>,1758626820440,
1117,Nasal discharge (finding),-1,,1117,1.00,UNCHECKED,UNREVIEWED,,0,4276172,Nasal discharge,Condition,MAPS_TO,,<auto>,1758626820467,
