source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
914,914,Anatomy,Structure of eye proper (body structure),SAME-AS,SNOMED-CT,81745001,Eye,164386
915,915,Question,Patient referral (procedure),NARROWER-THAN,SNOMED-CT,3457005,Reason for referral (text),164359
917,917,Misc,Patient visit for (contextual qualifier) (qualifier value),NARROWER-THAN,SNOMED-CT,103324002,New visit,164180
918,918,Misc,Ambulatory surgery center (environment),SAME-AS,SNOMED-CT,405607001,Surgical Outpatient Department,164164
919,919,Diagnosis,Red eye (finding),SAME-AS,SNOMED-CT,703630003,Red eye,127777
920,920,Finding,Swelling (morphologic abnormality),SAME-AS,SNOMED-CT,442672001,Swelling,163894
921,921,Finding,On examination - quadriceps muscle wasting (finding),SAME-AS,SNOMED-CT,275851002,Quadriceps muscle wasting,163851
922,922,Diagnosis,Renal retinopathy (disorder),SAME-AS,SNOMED-CT,193357001,Renal Retinopathy,127679
923,923,Diagnosis,Respiratory crackles (finding),SAME-AS,SNOMED-CT,48409008,Respiratory crackles,127640
924,924,Diagnosis,Respiratory distress (finding),SAME-AS,SNOMED-CT,271825005,Respiratory Distress,127639
925,925,Test,HIV 1+2 IgG Ab [Presence] in Serum or Plasma by Rapid immunoassay,SAME-AS,LOINC,73905-2,Rapid test for HIV,163722
926,926,Diagnosis,Retention of urine (disorder),SAME-AS,SNOMED-CT,267064002,Retention of urine,127579
927,927,Misc,Hospital (environment),NARROWER-THAN,SNOMED-CT,22232009,Health center hospital,1275
928,928,Procedure,Referral for therapeutic abortion (procedure),SAME-AS,SNOMED-CT,396158009,Referral for pregnancy termination,1636
929,929,Question,Referral placed (situation),SAME-AS,SNOMED-CT,439980006,Referrals ordered,1272
931,931,Finding,Unknown if ever smoked,BROADER-THAN,LOINC,LA18980-5,Unknown if ever smoked,163200
932,932,Finding,Smokes tobacco daily (finding),SAME-AS,SNOMED-CT,449868002,Current every day smoker,163199
933,933,Test,Never smoker,BROADER-THAN,LOINC,LA18978-9,Never smoker,163198
937,937,Question,Time frame (qualifier value),SAME-AS,SNOMED-CT,7389001,Time frame,163191
938,938,Misc,Order values (qualifier value),NARROWER-THAN,SNOMED-CT,272126005,Quartenary,163139
939,939,Finding,On examination - neurological (finding),NARROWER-THAN,SNOMED-CT,271888005,Nervous system examination (text),163109
940,940,Finding,Numbness and tingling sensation of skin (finding),SAME-AS,SNOMED-CT,101000119102,Numbness and tingling of skin,163074
941,941,Misc,Remission phase (qualifier value),SAME-AS,SNOMED-CT,277022003,In remission,163051
942,942,Question,Locomotor examination finding (observable entity),NARROWER-THAN,SNOMED-CT,271916000,Musculoskeletal examination (text),163048
943,943,Question,Urogenital finding (finding),NARROWER-THAN,SNOMED-CT,118238000,Urogenital examination (text),163047
944,944,Finding,Cardiovascular examination finding (observable entity),NARROWER-THAN,SNOMED-CT,271910006,Cardiac examination (text),163046
945,945,Finding,Physical findings of Ears and Nose and Mouth and Throat Narrative,SAME-AS,LOINC,11393-6,HEENT examination (text),163045
946,946,Finding,General examination finding (observable entity),NARROWER-THAN,SNOMED-CT,271907004,General examination (text),163042
947,947,Question,Clinical history/examination observable (observable entity),NARROWER-THAN,SNOMED-CT,363788007,Outcome of adverse event,162875
948,948,Misc,Sequelae of disorders (disorder),NARROWER-THAN,SNOMED-CT,302049001,Problem resolved with sequela,162873
949,949,Misc,Active problem (qualifier value),SAME-AS,SNOMED-CT,394774009,Active problem,162872
950,950,Question,Observable entity (observable entity),NARROWER-THAN,SNOMED-CT,363787002,Adverse event reported,162871
951,951,Finding,Adverse reaction (disorder),NARROWER-THAN,SNOMED-CT,281647001,Serious adverse event,162867
952,952,Misc,Moderate to severe (qualifier value),SAME-AS,SNOMED-CT,371924009,Moderate to severe,162822
953,953,Misc,Mild to moderate (qualifier value),SAME-AS,SNOMED-CT,371923003,Mild to moderate,162821
954,954,Finding,Symptom severity level (observable entity),NARROWER-THAN,SNOMED-CT,405162009,Problem severity,162820
955,955,Question,Physical examination procedure (procedure),NARROWER-THAN,SNOMED-CT,5880005,Physical exam outcome,162737
956,956,Finding,Bleeding (finding),NARROWER-THAN,SNOMED-CT,131148009,Unexplained bleeding,162628
957,957,Symptom,Fatigue - symptom (finding),NARROWER-THAN,SNOMED-CT,272060000,Intense fatigue and general weakness,162626
958,958,Question,Travel (event),NARROWER-THAN,SNOMED-CT,420008001,Recently traveled outside of home town,162619
959,959,Diagnosis,Pain of shoulder region (finding),SAME-AS,SNOMED-CT,45326000,Shoulder Pain,126535
960,960,Diagnosis,Sinusitis (disorder),SAME-AS,SNOMED-CT,36971009,Sinusitis,126423
961,961,Diagnosis,Snoring (finding),SAME-AS,SNOMED-CT,72863001,Snoring,126318
962,962,Finding,Contraception status not decided (finding),SAME-AS,SNOMED-CT,408822009,Contraception method undecided,162332
965,965,Question,Social history Narrative,BROADER-THAN,LOINC,29762-2,Patient-generated history: Social history section text,162143
967,967,Misc Order,Drug therapy discontinued (situation),NARROWER-THAN,SNOMED-CT,274512008,Stop all,1260
971,971,Misc Order,Previous treatment continue (situation),SAME-AS,SNOMED-CT,266714009,Continue regimen,1257
972,972,Procedure,Infant feeding education (procedure),SAME-AS,SNOMED-CT,171053005,Counseling about infant feeding practices,161651
973,973,Procedure,Feeding patient (regime/therapy),SAME-AS,SNOMED-CT,75118006,Therapeutic feeding,161650
974,974,Procedure,Nutritional support (regime/therapy),NARROWER-THAN,SNOMED-CT,278906000,Micronutrient support,161649
975,975,Procedure,Nutritional support (regime/therapy),NARROWER-THAN,SNOMED-CT,278906000,Food support,161648
976,976,Diagnosis,Diagnosis (observable entity),NARROWER-THAN,SNOMED-CT,439401001,"Diagnosis or problem, non-coded",161602
977,977,Misc Order,Recommendation to start drug treatment (procedure),NARROWER-THAN,SNOMED-CT,306807008,Start drugs,1256
979,979,Misc,Private home-based care (environment),SAME-AS,SNOMED-CT,66280005,Private home-based care,161359
980,980,Diagnosis,Swallowing painful (finding),SAME-AS,SNOMED-CT,30233002,Swallowing painful,125225
981,981,Diagnosis,Swelling of inguinal region (finding),SAME-AS,SNOMED-CT,274743004,Swelling of Inguinal Region,125207
982,982,Diagnosis,Swelling of skin (finding),SAME-AS,SNOMED-CT,300886007,Swelling of Skin,125201
983,983,Diagnosis,Swelling of bilateral feet (finding),SAME-AS,SNOMED-CT,762917000,Swollen Feet,125198
984,984,Misc Order,Patient referral (procedure),NARROWER-THAN,SNOMED-CT,3457005,Referral for opportunistic infection treatment,1611
985,985,Diagnosis,Tachypnea (finding),SAME-AS,SNOMED-CT,271823003,Tachypnea,125061
986,986,Misc Order,Patient referral (procedure),NARROWER-THAN,SNOMED-CT,3457005,Referral for antiretroviral therapy,1610
987,987,Finding,Physical findings of Skin Narrative,BROADER-THAN,LOINC,10206-1,Skin examination (text),160981
988,988,Finding,Lymph node observable (observable entity),NARROWER-THAN,SNOMED-CT,364108009,Abdominal lymph node examination (text),160948
989,989,Finding,Physical findings of Abdomen Narrative,BROADER-THAN,LOINC,10191-5,Abdominal examination (text),160947
990,990,Diagnosis,Mass of testicle (finding),SAME-AS,SNOMED-CT,87860000,Testicular Mass,124965
991,991,Misc Order,Referral to diagnostic radiographer (procedure),NARROWER-THAN,SNOMED-CT,306365005,Referral for imaging study,1609
993,993,Question,Date of event (observable entity),SAME-AS,SNOMED-CT,439771001,Date of event,160753
994,994,Finding,Physical findings of Chest Narrative,BROADER-THAN,LOINC,11391-0,Chest examination (text),160689
995,995,Anatomy,Inguinal lymph node group (body structure),SAME-AS,SNOMED-CT,245312007,Inguinal lymph node(s),160680
996,996,Question,Family planning observable (observable entity),NARROWER-THAN,SNOMED-CT,423925001,Family planning status,160653
997,997,Finding,Family planning observable (observable entity),NARROWER-THAN,SNOMED-CT,423925001,Patient not using family planning,160652
998,998,Question,Adverse reaction caused by drug (disorder),NARROWER-THAN,SNOMED-CT,62014003,Reaction (to an allergen),160646
999,999,Question,Family history with explicit context (situation),NARROWER-THAN,SNOMED-CT,57177007,Family history comment,160618
1000,1000,Anatomy,Axillary lymph node level (tumor staging),SAME-AS,SNOMED-CT,258312001,Axillary lymph node location,160613
1001,1001,Anatomy,Level III (tumor staging),SAME-AS,SNOMED-CT,258315004,Axillary lymph node(s) level 3,160610
1002,1002,Anatomy,Level II (tumor staging),SAME-AS,SNOMED-CT,258314000,Axillary lymph node(s) level 2,160609
1003,1003,Anatomy,Level I (tumor staging),SAME-AS,SNOMED-CT,258313006,Axillary lymph node(s) level 1,160608
1004,1004,Finding,Currently not sexually active (finding),SAME-AS,SNOMED-CT,162171002,Currently not sexually active,160573
1005,1005,Finding,Finding related to pregnancy (finding),NARROWER-THAN,SNOMED-CT,118185001,Patient wishes to get pregnant,160571
1006,1006,MedSet,Emergency contraception (finding),NARROWER-THAN,SNOMED-CT,275813002,Emergency contraceptive pills,160570
1007.1,1007,Finding,Human immunodeficiency virus infection (disorder),NARROWER-THAN,SNOMED-CT,86406008,Date of HIV diagnosis,160554
1007.2,1007,Finding,Date of diagnosis (observable entity),NARROWER-THAN,SNOMED-CT,432213005,Date of HIV diagnosis,160554
1008,1008,Misc,Sexually transmitted disease clinic (environment),SAME-AS,SNOMED-CT,25681007,Sexually transmitted infection program/clinic,160546
1009,1009,Finding,Chief complaint Narrative - Reported,BROADER-THAN,LOINC,10154-3,Chief complaint (text),160531
1017,1017,Misc,Follow-up visit (procedure),NARROWER-THAN,SNOMED-CT,185389009,"Follow-up visit, regular",160523
1018,1018,Misc,Emergency department patient visit (procedure),SAME-AS,SNOMED-CT,4525004,Emergency Visit,160522
1020,1020,Diagnosis,Toothache (finding),SAME-AS,SNOMED-CT,27355003,Toothache,124601
1021,1021,Misc,Health clinic managed by voluntary or private agents (environment),SAME-AS,SNOMED-CT,394794000,Private health care clinic/facility,160479
1022,1022,Misc,Obstetrics and gynecology department (environment),SAME-AS,SNOMED-CT,309942007,Obstetrics and gynecology department,160456
1023,1023,Misc,Prenatal visit (regime/therapy),SAME-AS,SNOMED-CT,424619006,Antenatal Visit,160446
1024,1024,Diagnosis,Toxic hepatitis (disorder),SAME-AS,SNOMED-CT,197352008,Toxic hepatitis,124443
1025,1025,Misc,Final diagnosis (discharge) (contextual qualifier) (qualifier value),SAME-AS,SNOMED-CT,89100005,Final diagnosis,160250
1026,1026,Misc,Preliminary diagnosis (contextual qualifier) (qualifier value),SAME-AS,SNOMED-CT,148006,Provisional diagnosis,160249
1027,1027,Question,Substance use behavior (observable entity),NARROWER-THAN,SNOMED-CT,1187057000,Substance use,160246
1028,1028,Question,History of clinical finding in subject (situation),NARROWER-THAN,SNOMED-CT,417662000,Past medical history added (text),160221
1029,1029,Diagnosis,Urinary symptoms (finding),SAME-AS,SNOMED-CT,249274008,Urinary symptoms,160208
1030,1030,Misc,Relapse phase (qualifier value),SAME-AS,SNOMED-CT,263855007,Relapse,160033
1031,1031,Diagnosis,Tropical phagedenic ulcer (disorder),SAME-AS,SNOMED-CT,32940002,Tropical Ulcer,124087
1032,1032,Question,Date of diagnosis (observable entity),SAME-AS,SNOMED-CT,432213005,Diagnosis date,159948
1033,1033,ConvSet,Qualifier for type of diagnosis (qualifier value),NARROWER-THAN,SNOMED-CT,106229004,Visit Diagnoses,159947
1035,1035,Misc,Tertiary (qualifier value),SAME-AS,SNOMED-CT,84965000,Tertiary,159945
1036,1036,Misc,Secondary (qualifier value),SAME-AS,SNOMED-CT,2603003,Secondary,159944
1037,1037,Misc,Principal (qualifier value),SAME-AS,SNOMED-CT,63161005,Primary,159943
1040,1040,Finding,Total time smoked (observable entity),SAME-AS,SNOMED-CT,228487000,duration of smoking (in years),159931
1041,1041,Finding,Postnatal visit (regime/therapy),SAME-AS,SNOMED-CT,169762003,Postnatal visit number,159893
1042,1042,Procedure,Hysterectomy (procedure),SAME-AS,SNOMED-CT,236886002,Hysterectomy,159837
1043,1043,Diagnosis,Harmful pattern of use of psychoactive substance (disorder),NARROWER-THAN,SNOMED-CT,91388009,khat abuse,159779
1044,1044,Misc,Medical records review (procedure),SAME-AS,SNOMED-CT,312853008,Medical record observations,1238
1045,1045,ConvSet,Review of systems Narrative - Reported,BROADER-THAN,LOINC,10187-3,Review of systems,159615
1046,1046,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, obstetrical/pregnancy",159614
1048,1048,Misc,Lavatory (physical object),NARROWER-THAN,SNOMED-CT,225735004,Pit latrine without slab,159580
1049,1049,Misc,Lavatory (physical object),NARROWER-THAN,SNOMED-CT,225735004,Pit latrine with slab,159579
1050,1050,Misc,Lavatory (physical object),NARROWER-THAN,SNOMED-CT,225735004,Ventilated improved pit latrine with slab,159578
1051,1051,Misc,Lavatory (physical object),NARROWER-THAN,SNOMED-CT,225735004,Flush toilet,159577
1052,1052,Question,Human immunodeficiency virus status (observable entity),SAME-AS,SNOMED-CT,278977008,HIV Status,159576
1053.1,1053,Diagnosis,Ringing in ear (finding),SAME-AS,SNOMED-CT,162352007,Tinnitus,123588
1053.2,1053,Diagnosis,Tinnitus (finding),SAME-AS,SNOMED-CT,60862001,Tinnitus,123588
1054,1054,Misc,Currently not sexually active (finding),NARROWER-THAN,SNOMED-CT,162171002,Sexual abstinence,159524
1055,1055,Diagnosis,Urethral discharge (finding),SAME-AS,SNOMED-CT,9957009,Urethrorrhoea,123529
1056,1056,Finding,In the past (qualifier value),SAME-AS,SNOMED-CT,410513005,In the past,159452
1057,1057,Misc,Current (qualifier value),SAME-AS,SNOMED-CT,15240007,Currently,159450
1058,1058,Question,Finding relating to alcohol drinking behavior (finding),NARROWER-THAN,SNOMED-CT,228273003,Alcohol use status,159449
1059,1059,Finding,Qualifier for certainty of diagnosis (qualifier value),SAME-AS,SNOMED-CT,106230009,Diagnosis certainty,159394
1060,1060,Misc,Likely outcome (qualifier value),SAME-AS,SNOMED-CT,410596003,Presumed diagnosis,159393
1061,1061,Misc,Disorder confirmed (situation),SAME-AS,SNOMED-CT,395098000,Confirmed diagnosis,159392
1062,1062,Diagnosis,Vaginal discharge (finding),SAME-AS,SNOMED-CT,271939006,Vaginal discharge,123396
1063,1063,Diagnosis,Vaginal pain (finding),SAME-AS,SNOMED-CT,38343000,Vaginal Pain,123385
1064,1064,Diagnosis,"Viral hepatitis, type A (disorder)",SAME-AS,SNOMED-CT,40468003,Hepatitis A,123107
1065,1065,Diagnosis,Visual disturbance (disorder),SAME-AS,SNOMED-CT,63102001,Visual disturbance,123074
1066,1066,Diagnosis,Dead (finding),SAME-AS,SNOMED-CT,419099009,Deceased,159
1067,1067,Diagnosis,Visual field scotoma (finding),SAME-AS,SNOMED-CT,23388006,Visual Field Scotoma,123070
1068,1068,Misc,Hospital (environment),SAME-AS,SNOMED-CT,22232009,Hospital,1589
1069,1069,Diagnosis,Vomiting (disorder),SAME-AS,SNOMED-CT,422400008,Vomiting,122983
1070,1070,Diagnosis,Sore throat (finding),SAME-AS,SNOMED-CT,267102003,Sore throat,158843
1071,1071,Misc,Rural health center (environment),NARROWER-THAN,SNOMED-CT,77931003,Health clinic/post,1588
1072,1072,Diagnosis,Wheeze - rhonchi (finding),SAME-AS,SNOMED-CT,24612001,Wheeze - rhonchi,122864
1073,1073,Diagnosis,Xanthelasma (disorder),SAME-AS,SNOMED-CT,238951005,Xanthelasma of Eyelid,122813
1074,1074,Diagnosis,Dyspnea (finding),SAME-AS,SNOMED-CT,267036007,Dyspnea,122496
1075,1075,Diagnosis,Harmful pattern of use of alcohol (disorder),NARROWER-THAN,SNOMED-CT,15167005,Alcohol abuse,121725
1076,1076,Diagnosis,Amnesia (finding),SAME-AS,SNOMED-CT,48167000,Memory Loss,121657
1077,1077,Diagnosis,Anxiety (finding),SAME-AS,SNOMED-CT,48694002,Anxiety,121543
1078,1078,Diagnosis,Harmful pattern of use of barbiturate (disorder),NARROWER-THAN,SNOMED-CT,231462006,Barbiturate abuse,121249
1079,1079,Diagnosis,Pain of urinary bladder (finding),SAME-AS,SNOMED-CT,15803009,Bladder Pain,121107
1080,1080,Diagnosis,Breathing painful (finding),SAME-AS,SNOMED-CT,75483001,Painful Breathing,121016
1081,1081,Diagnosis,Cataract (disorder),SAME-AS,SNOMED-CT,193570009,Cataract,120860
1082,1082,Diagnosis,Muscle weakness of limb (finding),NARROWER-THAN,SNOMED-CT,713514005,limb weakness,157498
1083,1083,Diagnosis,Chest pain (finding),SAME-AS,SNOMED-CT,29857009,Chest pain,120749
1084,1084,Diagnosis,Chronic hepatitis (disorder),SAME-AS,SNOMED-CT,76783007,Chronic Hepatitis,120637
1085,1085,Finding,Clouded consciousness (finding),SAME-AS,SNOMED-CT,40917007,Confusion,120345
1086,1086,Diagnosis,Conjunctivitis (disorder),SAME-AS,SNOMED-CT,9826008,Conjunctivitis,119905
1087,1087,Diagnosis,Convalescence (finding),SAME-AS,SNOMED-CT,105499002,Convalescence,119844
1088,1088,Diagnosis,Delirium (disorder),SAME-AS,SNOMED-CT,2776000,Delirium,119574
1089,1089,Diagnosis,Dental caries (disorder),SAME-AS,SNOMED-CT,80967001,Dental caries,119558
1090,1090,Diagnosis,Depressive disorder (disorder),NARROWER-THAN,SNOMED-CT,35489007,Depression,119537
1091,1091,Diagnosis,Grunting baby (finding),SAME-AS,SNOMED-CT,240310001,grunting baby,156534
1092.1,1092,Diagnosis,Ketoacidosis due to diabetes mellitus (disorder),NARROWER-THAN,SNOMED-CT,420422005,Diabetic ketoacidosis,119441
1092.2,1092,Diagnosis,Diabetes mellitus (disorder),NARROWER-THAN,SNOMED-CT,73211009,Diabetic ketoacidosis,119441
1093,1093,Diagnosis,Disorder of eyelid (disorder),SAME-AS,SNOMED-CT,60113004,Disorder of Eyelid,119216
1094,1094,Diagnosis,Muscle weakness (finding),SAME-AS,SNOMED-CT,26544005,Muscle Stiffiness,115476
1095,1095,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, developmental",1189
1096,1096,Diagnosis,Disturbed sensory perception (finding),NARROWER-THAN,SNOMED-CT,130985008,Alterations of Sensations,118872
1097.1,1097,Diagnosis,Difficulty swallowing (finding),SAME-AS,SNOMED-CT,288939007,Dysphagia,118789
1097.2,1097,Diagnosis,Dysphagia (disorder),SAME-AS,SNOMED-CT,40739000,Dysphagia,118789
1098,1098,Diagnosis,Dysuria (finding),NARROWER-THAN,SNOMED-CT,49650001,Voiding Pain,118772
1099,1099,Diagnosis,Dysuria (finding),SAME-AS,SNOMED-CT,49650001,Dysuria,118771
1100,1100,Diagnosis,Erythema (finding),SAME-AS,SNOMED-CT,247441003,Erythema,118536
1101,1101,Diagnosis,Deformity (finding),SAME-AS,SNOMED-CT,417893002,deformity,155871
1102,1102,Diagnosis,Fetal distress (finding),SAME-AS,SNOMED-CT,130955003,Fetal Distress,118256
1103,1103,Diagnosis,Fetal growth abnormality (disorder),NARROWER-THAN,SNOMED-CT,276604007,Poor Fetal Growth,118246
1104,1104,Diagnosis,Genital herpes simplex (disorder),SAME-AS,SNOMED-CT,33839006,Genital herpes,117829
1105,1105,Diagnosis,Hearing loss (disorder),SAME-AS,SNOMED-CT,15188001,Hearing Loss,117698
1106,1106,Misc,Not applicable (qualifier value),SAME-AS,SNOMED-CT,385432009,Not applicable,1175
1107,1107,Diagnosis,Harmful pattern of use of volatile inhalant (disorder),NARROWER-THAN,SNOMED-CT,70340006,inhalant abuse,116945
1108,1108,Misc,Counseling (procedure),NARROWER-THAN,SNOMED-CT,409063005,Disclosure counseling,1167
1109,1109,Diagnosis,Pain of multiple joints (finding),SAME-AS,SNOMED-CT,35678005,Pain in Joints,116557
1110,1110,Diagnosis,Joint stiffness (finding),NARROWER-THAN,SNOMED-CT,84445001,Stiffness of joint,116554
1112,1112,Diagnosis,Lethargy (finding),SAME-AS,SNOMED-CT,214264003,Lethargy,116334
1113,1113,Diagnosis,Rectal discharge (finding),SAME-AS,SNOMED-CT,278851001,rectal discharge,154311
1114,1114,Diagnosis,Extensor plantar response finding (finding),NARROWER-THAN,SNOMED-CT,366575004,Babinski Sign,153009
1115,1115,Diagnosis,Thickening of tendon sheath (finding),SAME-AS,SNOMED-CT,298270005,Thickening of Tendon Sheath,152959
1116,1116,Diagnosis,Muscle weakness (finding),SAME-AS,SNOMED-CT,26544005,Muscle Weakness,115476
1117,1117,Diagnosis,Nasal discharge (finding),SAME-AS,SNOMED-CT,64531003,Rhinorrhoea,115403
1118,1118,Diagnosis,Former smoker,SAME-AS,LOINC,LA15920-4,Former smoker,152807
1119,1119,Diagnosis,Smoker (finding),SAME-AS,SNOMED-CT,77176002,Smoker,152722
1120.1,1120,Diagnosis,Narcotic drug user (finding),NARROWER-THAN,SNOMED-CT,70545002,Narcotic abuse,114751
1120.2,1120,Diagnosis,Harmful pattern of use of psychoactive substance (disorder),NARROWER-THAN,SNOMED-CT,91388009,Narcotic abuse,114751
1121,1121,Diagnosis,Harmful pattern of use of opioid (disorder),NARROWER-THAN,SNOMED-CT,5602001,Opioid abuse,114750
1122.1,1122,Diagnosis,Swelling (finding),NARROWER-THAN,SNOMED-CT,65124004,"Localized Swelling, Mass and Lump, Multiple Sites",152228
1122.2,1122,Diagnosis,Multiple lumps (finding),NARROWER-THAN,SNOMED-CT,248528002,"Localized Swelling, Mass and Lump, Multiple Sites",152228
1122.3,1122,Diagnosis,Mass of body region (finding),NARROWER-THAN,SNOMED-CT,300862005,"Localized Swelling, Mass and Lump, Multiple Sites",152228
1123,1123,Symptom/Finding,History of pneumonia (situation),SAME-AS,SNOMED-CT,161525004,History of pneumonia,1145
1124,1124,Diagnosis,Pain (finding),SAME-AS,SNOMED-CT,22253000,Pain,114403
1125,1125,Symptom,Abdominal pain (finding),SAME-AS,SNOMED-CT,21522001,Abdominal pain,151
1126,1126,Finding,Abdominal distension (finding),SAME-AS,SNOMED-CT,41931001,Abdominal distension,150915
1127.1,1127,Diagnosis,Has drooping eyelids (finding),SAME-AS,SNOMED-CT,267090004,Ptosis of Eyelid,113516
1127.2,1127,Diagnosis,Ptosis of eyelid (disorder),SAME-AS,SNOMED-CT,11934000,Ptosis of Eyelid,113516
1128,1128,Diagnosis,Abnormal posture (finding),SAME-AS,SNOMED-CT,43029002,Abnormal Posture,150823
1129,1129,Diagnosis,Abnormal reflex (finding),SAME-AS,SNOMED-CT,46670006,Abnormal Reflex,150817
1130.1,1130,Diagnosis,Reduced fetal movement (finding),NARROWER-THAN,SNOMED-CT,276369006,Decreased fetal movements,113377
1130.2,1130,Diagnosis,Fetal condition affecting obstetrical care of mother (disorder),NARROWER-THAN,SNOMED-CT,106009009,Decreased fetal movements,113377
1131.1,1131,Diagnosis,Disorder of eye proper (disorder),NARROWER-THAN,SNOMED-CT,371405004,Foreign body in eye,113292
1131.2,1131,Diagnosis,Foreign body in head (disorder),NARROWER-THAN,SNOMED-CT,386082004,Foreign body in eye,113292
1132,1132,Diagnosis,Mass of scrotum (finding),SAME-AS,SNOMED-CT,53929009,Scrotal Mass,113122
1133,1133,Diagnosis,Abscess of skin and/or subcutaneous tissue (disorder),SAME-AS,SNOMED-CT,31928004,Abscess of skin and subcutaneous tissue,150555
1134,1134,Finding,Locomotor examination finding (observable entity),SAME-AS,SNOMED-CT,271916000,Musculoskeletal exam findings,1128
1135,1135,Diagnosis,Stiff neck (finding),SAME-AS,SNOMED-CT,161882006,Stiffness of neck,112721
1136,1136,Diagnosis,Harmful pattern of substance use (disorder),NARROWER-THAN,SNOMED-CT,1306692000,Substance abuse,112603
1137,1137,Finding,On examination - sign - genital area (finding),NARROWER-THAN,SNOMED-CT,164637006,Urogenital exam findings,1126
1138,1138,Finding,Abdominal examination finding (observable entity),SAME-AS,SNOMED-CT,271911005,Abdominal exam findings,1125
1139,1139,Finding,Cardiovascular examination finding (observable entity),SAME-AS,SNOMED-CT,271910006,Cardiac exam findings,1124
1140,1140,Diagnosis,Acute alcoholic liver disease (disorder),SAME-AS,SNOMED-CT,9953008,Acute Alcoholic Liver Disease,149923
1141,1141,Finding,On examination - chest finding (finding),SAME-AS,SNOMED-CT,272016000,Chest exam findings,1123
1142,1142,Finding,Physical findings of Ears and Nose and Mouth and Throat,SAME-AS,LOINC,11424-9,HEENT exam findings,1122
1143,1143,Finding,On examination - general skin examination (finding),SAME-AS,SNOMED-CT,164320006,Skin exam findings,1120
1144,1144,Diagnosis,Acute hepatitis (disorder),SAME-AS,SNOMED-CT,37871000,Acute Hepatitis,149745
1145,1145,Diagnosis,Urinary tract infectious disease (disorder),SAME-AS,SNOMED-CT,68566005,Urinary tract infection,111633
1146,1146,Diagnosis,Vertigo (finding),SAME-AS,SNOMED-CT,399153001,Vertigo,111525
1147,1147,Diagnosis,Abnormal pupillary function (disorder),SAME-AS,SNOMED-CT,72124005,Abnormal Pupillary Function,111154
1149,1149,Diagnosis,Acquired immune deficiency syndrome (disorder),SAME-AS,SNOMED-CT,62479008,Acquired immunodeficiency syndrome,149197
1150,1150,Diagnosis,Alcoholic hepatitis (disorder),SAME-AS,SNOMED-CT,235875008,Alcoholic Hepatitis,149153
1151,1151,Diagnosis,Amenorrhea (finding),SAME-AS,SNOMED-CT,14302001,Amenorrhea,148989
1152,1152,Diagnosis,Anal pain (finding),SAME-AS,SNOMED-CT,68653001,Anal pain,148901
1153,1153,Procedure,Vasectomy (procedure),SAME-AS,SNOMED-CT,22523008,Vasectomy,1489
1154,1154,Diagnosis,Nasal discharge (finding),NARROWER-THAN,SNOMED-CT,64531003,Post-nasal discharge,110099
1156,1156,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, central nervous system",1082
1157,1157,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, musculoskeletal",1081
1158,1158,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, genitourinary",1080
1159,1159,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, gastrointestinal",1078
1160,1160,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, cardiopulmonary",1071
1161,1161,Question,Review of systems (procedure),NARROWER-THAN,SNOMED-CT,415300000,"Review of systems, HEENT",1070
1162,1162,Question,Review of systems (procedure),SAME-AS,SNOMED-CT,415300000,"Review of systems, general",1069
1163,1163,Diagnosis,Common cold (disorder),SAME-AS,SNOMED-CT,82272006,Acute Coryza,106
1164.1,1164,Diagnosis,Stops breathing (finding),SAME-AS,SNOMED-CT,248583008,Apnea,148517
1164.2,1164,Diagnosis,Apnea (finding),SAME-AS,SNOMED-CT,1023001,Apnea,148517
1165,1165,Diagnosis,Backache (finding),SAME-AS,SNOMED-CT,161891005,Back pain,148035
1166,1166,Diagnosis,Bleeding (finding),SAME-AS,SNOMED-CT,131148009,Bleeding,147241
1167,1167,Diagnosis,Bleeding from vagina (finding),SAME-AS,SNOMED-CT,289530006,Vaginal bleeding,147232
1168,1168,Diagnosis,Bleeding gums (finding),SAME-AS,SNOMED-CT,86276007,Bleeding gums,147230
1169,1169,Procedure,Ligation of fallopian tube (procedure),SAME-AS,SNOMED-CT,77543007,Tubal ligation procedure,1472
1170,1170,Diagnosis,Blurring of visual image (finding),SAME-AS,SNOMED-CT,111516008,Blurred vision,147104
1171,1171,Diagnosis,Bronchial breathing (finding),SAME-AS,SNOMED-CT,79451004,Bronchial Breathing,146893
1172,1172,Diagnosis,Burning pain (finding),SAME-AS,SNOMED-CT,36349006,Burning Pain,146625
1173,1173,Diagnosis,Harmful pattern of use of cannabis (disorder),NARROWER-THAN,SNOMED-CT,37344009,Cannabis Abuse,146504
1174,1174,Diagnosis,Cellulitis of head (disorder),SAME-AS,SNOMED-CT,128277003,Cellulitis of Head,146003
